md5hash,fitzpatrick,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,REWT_weights,RESM_weights
54edd4d0ecd7dcdbce912d1d51f85580,2,5,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides47.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusdiscoideslupuserythematosuschronicusdiscoides47jpg.jpg,51,4,2,54edd4d0ecd7dcdbce912d1d51f85580,1.0341127806575112,0.0002945508100147
1125ee0df6f81a59e07335dba81bc54b,2,3,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo13.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinicprurigoactinicprurigo13jpg.jpg,75,4,2,1125ee0df6f81a59e07335dba81bc54b,1.0341127806575112,0.0002945508100147
72e2febe065d177b01564edeb420e24b,3,1,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma45.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma45jpg.jpg,56,8,1,72e2febe065d177b01564edeb420e24b,0.9786081491512943,0.0021929824561403
ee0cca6b53ab15d28e448031f01d4d0f,3,5,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus60.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus60jpg.jpg,37,2,0,ee0cca6b53ab15d28e448031f01d4d0f,0.9394638231852428,0.0021052631578947
2600344136b9750ac5f65e39bfeaea3f,3,3,fordyce spots,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=5136,httpwwwatlasdermatologicocombrimgimageId5136.jpg,33,0,0,2600344136b9750ac5f65e39bfeaea3f,0.9394638231852428,0.0021052631578947
12beadf56d598891e58be517f3120d2c,3,2,milia,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=4352,httpwwwatlasdermatologicocombrimgimageId4352.jpg,57,1,0,12beadf56d598891e58be517f3120d2c,0.9394638231852428,0.0021052631578947
b902c327a6a2b7879bd5b57ac4642bdb,1,-1,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5144,httpwwwatlasdermatologicocombrimgimageId5144.jpg,73,4,2,b902c327a6a2b7879bd5b57ac4642bdb,1.049710400126734,0.0004878048780487
80c3c31eccadc6cdbbac46fcf9de9deb,5,5,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis28.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis28jpg.jpg,91,4,2,80c3c31eccadc6cdbbac46fcf9de9deb,0.9123066013448348,0.0008149959250203
a0c21b393daeec40be74f4142238950f,6,5,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eruptive_lichen_planus/eruptive_lichen_planus6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeruptivelichenplanuseruptivelichenplanus6jpg.jpg,48,4,2,a0c21b393daeec40be74f4142238950f,0.8748650776068891,0.0018867924528301
56333c83e0159215781bf9613a93b1bf,5,5,lichen amyloidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis16.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis16jpg.jpg,47,4,2,56333c83e0159215781bf9613a93b1bf,0.9123066013448348,0.0008149959250203
3e01f243986c7b75c3ebe6fb66d0cab2,5,4,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris46.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris46jpg.jpg,2,4,2,3e01f243986c7b75c3ebe6fb66d0cab2,0.9123066013448348,0.0008149959250203
4da76fdfd312fd889a3e0d02b666dede,1,1,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis125.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis125jpg.jpg,17,4,2,4da76fdfd312fd889a3e0d02b666dede,1.049710400126734,0.0004878048780487
0fb597c16c9c0e3e5d552e16bac74ebf,3,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6579,httpwwwatlasdermatologicocombrimgimageId6579.jpg,92,4,2,0fb597c16c9c0e3e5d552e16bac74ebf,1.0162008279234411,0.0004206983592763
b8ed051cda5c50d697175212fb3d1860,4,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=3022,httpwwwatlasdermatologicocombrimgimageId3022.jpg,98,7,1,b8ed051cda5c50d697175212fb3d1860,1.2463575906110285,0.0033222591362126
6f98c8dd3def99e8e4259b290ddf508d,3,3,acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pemphigoid-gestationis/pemphigoid-gestationis4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppemphigoidgestationispemphigoidgestationis4jpg.jpg,3,4,2,6f98c8dd3def99e8e4259b290ddf508d,1.0162008279234411,0.0004206983592763
bdbf017835e1963e6566efdeb71696d5,3,1,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo14.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo14jpg.jpg,111,4,2,bdbf017835e1963e6566efdeb71696d5,1.0162008279234411,0.0004206983592763
3d9887b1f426ac5a3a3ed5e2b8c56b87,6,6,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis163.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis163jpg.jpg,17,4,2,3d9887b1f426ac5a3a3ed5e2b8c56b87,0.8748650776068891,0.0018867924528301
13a088dc67bcac69cc319399e7b5d6d7,4,5,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis79.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis79jpg.jpg,86,4,2,13a088dc67bcac69cc319399e7b5d6d7,0.9610471985102512,0.0004732607666824
ea090fb2cbc3949508970863f83a4771,5,6,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo76.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo76jpg.jpg,111,4,2,ea090fb2cbc3949508970863f83a4771,0.9123066013448348,0.0008149959250203
2dc5c700e1ba2c10091d84c7c8818a7a,3,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=622,httpwwwatlasdermatologicocombrimgimageId622.jpg,8,7,1,2dc5c700e1ba2c10091d84c7c8818a7a,0.9786081491512943,0.0021929824561403
0be5f9471260af70a8801052d0cb3610,3,-1,stevens johnson syndrome,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome72.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome72jpg.jpg,100,4,2,0be5f9471260af70a8801052d0cb3610,1.0162008279234411,0.0004206983592763
a7cf7cf604c99212b49a97e2deb321f1,1,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sweet-syndrome/sweet-syndrome66.jpg,httpwwwdermaamincomsiteimagesclinicalpicssweetsyndromesweetsyndrome66jpg.jpg,68,4,2,a7cf7cf604c99212b49a97e2deb321f1,1.049710400126734,0.0004878048780487
635cdb6a1cd94c714c8c393adb7c3ac1,2,3,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_basocellulaire_pigmente/carcinome_basocellulaire_pigmente3.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomebasocellulairepigmentecarcinomebasocellulairepigmente3jpg.jpg,8,7,1,635cdb6a1cd94c714c8c393adb7c3ac1,0.8741153030106127,0.0013477088948787
9c086096fe77da43c2ed2be854b657a2,2,1,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2977,httpwwwatlasdermatologicocombrimgimageId2977.jpg,98,7,1,9c086096fe77da43c2ed2be854b657a2,0.8741153030106127,0.0013477088948787
33ef5769218e5981286d0d1c136be28e,1,2,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus20.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus20jpg.jpg,10,0,0,33ef5769218e5981286d0d1c136be28e,0.8953757654731924,0.0022522522522522
38efa83d9549310a4e9d89d8a20e60e5,2,1,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria53.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria53jpg.jpg,57,1,0,38efa83d9549310a4e9d89d8a20e60e5,0.9666073842531664,0.0014903129657228
2e53c654e086d87fc40345d0114925e2,2,1,drug eruption,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption40.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptiondrugeruption40jpg.jpg,19,4,2,2e53c654e086d87fc40345d0114925e2,1.0341127806575112,0.0002945508100147
033ee70bafe6a236ecf01ba9f2cb27be,1,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema27.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema27jpg.jpg,93,4,2,033ee70bafe6a236ecf01ba9f2cb27be,1.049710400126734,0.0004878048780487
0c8dfe7893bfc48d479f2e43edc802df,2,2,hidradenitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa58.jpg,httpwwwdermaamincomsiteimagesclinicalpichhidradenitissuppurativahidradenitissuppurativa58jpg.jpg,38,4,2,0c8dfe7893bfc48d479f2e43edc802df,1.0341127806575112,0.0002945508100147
8c9c8d849e8deb66f7b7209918a01cfa,2,1,seborrheic dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis73.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheicdermatitisseborrheicdermatitis73jpg.jpg,95,4,2,8c9c8d849e8deb66f7b7209918a01cfa,1.0341127806575112,0.0002945508100147
11b98176711969a3630544e7c122bcdc,5,5,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum41.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum41jpg.jpg,68,4,2,11b98176711969a3630544e7c122bcdc,0.9123066013448348,0.0008149959250203
e1b9826aedc3971000bfed94be36836e,5,1,acquired autoimmune bullous diseaseherpes gestationis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis28.jpg,httpwwwdermaamincomsiteimagesclinicalpichherpesgestationisherpesgestationis28jpg.jpg,3,4,2,e1b9826aedc3971000bfed94be36836e,0.9123066013448348,0.0008149959250203
2d88a3fa67aa761b65e280c2e14c68c3,3,3,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma69.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma69jpg.jpg,8,7,1,2d88a3fa67aa761b65e280c2e14c68c3,0.9786081491512943,0.0021929824561403
5f468ccefc2d2a777dbfe1b4e8a43bf3,3,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis118.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis118jpg.jpg,6,4,2,5f468ccefc2d2a777dbfe1b4e8a43bf3,1.0162008279234411,0.0004206983592763
aeb7a1692c98d512a5f6d380b0478c86,1,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum106.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum106jpg.jpg,68,4,2,aeb7a1692c98d512a5f6d380b0478c86,1.049710400126734,0.0004878048780487
2d0481be6f32647b7495eb001a87e661,4,5,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum40.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum40jpg.jpg,113,3,2,2d0481be6f32647b7495eb001a87e661,0.9610471985102512,0.0004732607666824
14123577f30e3a495ac84e2cf1244a99,5,3,kaposi sarcoma,malignant dermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2955,httpwwwatlasdermatologicocombrimgimageId2955.jpg,42,6,1,14123577f30e3a495ac84e2cf1244a99,1.4068020413261482,0.0068027210884353
b55167da80c03eadd3bc804b5ad0e658,1,1,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris130.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris130jpg.jpg,2,4,2,b55167da80c03eadd3bc804b5ad0e658,1.049710400126734,0.0004878048780487
674072f9b0ee7f475c04f1584861248d,4,3,porokeratosis actinic,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/k/keratosis_solar/keratosis_solar2.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratosissolarkeratosissolar2jpg.jpg,81,1,0,674072f9b0ee7f475c04f1584861248d,1.0222169884847945,0.0027247956403269
b4366860193f5999b8d452fb642f4afc,4,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisnailpsoriasisnail5jpg.jpg,86,4,2,b4366860193f5999b8d452fb642f4afc,0.9610471985102512,0.0004732607666824
587758cb98eb5433866465fcbe6d032b,5,4,neurotic excoriations,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4847,httpwwwatlasdermatologicocombrimgimageId4847.jpg,67,4,2,587758cb98eb5433866465fcbe6d032b,0.9123066013448348,0.0008149959250203
6ab77763e991d2b4d028811eb98d5bdc,3,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail75.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisnailpsoriasisnail75jpg.jpg,86,4,2,6ab77763e991d2b4d028811eb98d5bdc,1.0162008279234411,0.0004206983592763
694467f21eeee02717896f73a2ef1022,5,4,scleromyxedema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleromyxedema/scleromyxedema57.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleromyxedemascleromyxedema57jpg.jpg,94,4,2,694467f21eeee02717896f73a2ef1022,0.9123066013448348,0.0008149959250203
5a1193b57e0acaf6ed8eba9184b91207,6,6,neutrophilic dermatoses,inflammatory,non-neoplastic,5 Potentially,http://atlasdermatologico.com.br/img?imageId=6400,httpwwwatlasdermatologicocombrimgimageId6400.jpg,68,4,2,5a1193b57e0acaf6ed8eba9184b91207,0.8748650776068891,0.0018867924528301
1f12c62df49fd29ed0ded41bd028e82e,6,5,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis64.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis64jpg.jpg,85,1,0,1f12c62df49fd29ed0ded41bd028e82e,1.9468353280494173,0.0227272727272727
e7cb49cd64f7e1e622afda4938e3b584,2,1,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses16.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses16jpg.jpg,5,7,1,e7cb49cd64f7e1e622afda4938e3b584,0.8741153030106127,0.0013477088948787
d5a90dc1a06758982d1d38da245d63d7,5,5,ehlers danlos syndrome,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1638,httpwwwatlasdermatologicocombrimgimageId1638.jpg,23,3,2,d5a90dc1a06758982d1d38da245d63d7,0.9123066013448348,0.0008149959250203
7e1e979660383844bea0df3a11e938ba,2,3,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-scalp/psoriasis-scalp12.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisscalppsoriasisscalp12jpg.jpg,86,4,2,7e1e979660383844bea0df3a11e938ba,1.0341127806575112,0.0002945508100147
6839de72e5a36bef0e11987b4b337664,1,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/bowens_disease/bowens_disease25.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbowensdiseasebowensdisease25jpg.jpg,98,7,1,6839de72e5a36bef0e11987b4b337664,0.8775868429803475,0.0022075055187637
286ea551a105d965fcc718e447932479,2,3,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma89.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma89jpg.jpg,8,7,1,286ea551a105d965fcc718e447932479,0.8741153030106127,0.0013477088948787
c995745018525c980abe6c9ec79fb42a,2,3,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire2.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomespinocellulairecarcinomespinocellulaire2jpg.jpg,98,7,1,c995745018525c980abe6c9ec79fb42a,0.8741153030106127,0.0013477088948787
b938805637e6bdfb73919aca286be836,2,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris254.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris254jpg.jpg,2,4,2,b938805637e6bdfb73919aca286be836,1.0341127806575112,0.0002945508100147
1fdc07ae1aafee3e5c3aab4e3e44027b,3,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4911,httpwwwatlasdermatologicocombrimgimageId4911.jpg,92,4,2,1fdc07ae1aafee3e5c3aab4e3e44027b,1.0162008279234411,0.0004206983592763
c07fcac161999f98bca5240b22fb499d,1,1,stevens johnson syndrome,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome41.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome41jpg.jpg,100,4,2,c07fcac161999f98bca5240b22fb499d,1.049710400126734,0.0004878048780487
41de318af9accb010052b3acf32edbd5,5,5,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo2.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo2jpg.jpg,111,4,2,41de318af9accb010052b3acf32edbd5,0.9123066013448348,0.0008149959250203
a9df130f561e5f8a649e6fd2ecf227f5,2,-1,fordyce spots,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/f/fordyce-spots/fordyce-spots56.jpg,httpwwwdermaamincomsiteimagesclinicalpicffordycespotsfordycespots56jpg.jpg,33,0,0,a9df130f561e5f8a649e6fd2ecf227f5,0.9666073842531664,0.0014903129657228
21828c267bcc97b1961046b9e79b6be1,1,1,neurodermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/nummula-dermatitis/nummula-dermatitis17.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnummuladermatitisnummuladermatitis17jpg.jpg,65,4,2,21828c267bcc97b1961046b9e79b6be1,1.049710400126734,0.0004878048780487
1371f5a0c4661ba664144e7e653ab38f,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child14.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisinachildpsoriasisinachild14jpg.jpg,86,4,2,1371f5a0c4661ba664144e7e653ab38f,1.0341127806575112,0.0002945508100147
7fe4dcdc97b980c00c5bc84a1e5054e5,2,1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma105.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma105jpg.jpg,98,7,1,7fe4dcdc97b980c00c5bc84a1e5054e5,0.8741153030106127,0.0013477088948787
e96beaceb169e2584d19b0c2e79353c5,1,4,porphyria,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6033,httpwwwatlasdermatologicocombrimgimageId6033.jpg,83,4,2,e96beaceb169e2584d19b0c2e79353c5,1.049710400126734,0.0004878048780487
a07a3199c7f6e3cd641f3f0f6a3b7828,3,1,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_hand/eczema_hand14.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemahandeczemahand14jpg.jpg,22,4,2,a07a3199c7f6e3cd641f3f0f6a3b7828,1.0162008279234411,0.0004206983592763
bc9c1956f60d554398edeb6d0e67aa7b,4,3,erythema annulare centrifigum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum34.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaannularecentrifugumerythemaannularecentrifugum34jpg.jpg,26,4,2,bc9c1956f60d554398edeb6d0e67aa7b,0.9610471985102512,0.0004732607666824
06e5934082463e020d68a9cd1e32856b,2,2,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form11.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosisoftheskinplaqueformsarcoidosisoftheskinplaqueform11jpg.jpg,91,4,2,06e5934082463e020d68a9cd1e32856b,1.0341127806575112,0.0002945508100147
25db107700d7bcc47baaecba1dd1f81a,2,3,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/staphylococcal-folliculitis/staphylococcal-folliculitis4.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstaphylococcalfolliculitisstaphylococcalfolliculitis4jpg.jpg,32,4,2,25db107700d7bcc47baaecba1dd1f81a,1.0341127806575112,0.0002945508100147
